,n,scheduler,st_1,st_2,st_3,wt_1,wt_2,wt_3,tat_1,tat_2,tat_3
1090,545001,rr,0.7,4.0,6.2,109053.0,907.5,922.4,381612.2,1186.0,1183.8
1091,545001,fcfs,1.0,73228.1,75557.7,1.0,73228.1,75557.7,73207.1,75555.7,76852.1
1092,546001,rr,1.5,6.2,8.5,64710.7,731.4,769.1,244509.4,980.6,991.7
1093,546001,fcfs,0.8,46714.1,48529.0,0.8,46714.1,48529.0,46707.7,48527.9,50088.1
1094,547001,rr,1.0,5.7,7.8,88544.8,860.8,940.5,314660.7,1210.2,1207.8
1095,547001,fcfs,0.8,60133.1,61500.3,0.8,60133.1,61500.3,60123.8,61499.3,62895.0
1096,548001,rr,1.3,5.2,7.4,90563.9,1077.0,799.8,323338.7,1413.4,1180.7
1097,548001,fcfs,0.7,73769.3,75407.6,0.7,73769.3,75407.6,73762.5,75406.6,77188.6
1098,549001,rr,1.0,5.2,7.3,108475.3,945.1,935.3,387720.5,1249.0,1239.3
1099,549001,fcfs,0.9,73097.1,74558.3,0.9,73097.1,74558.3,73093.4,74557.4,76588.6
1100,550001,rr,0.8,4.0,6.3,101621.400001,907.4,977.0,355883.8,1252.4,1261.1
1101,550001,fcfs,0.9,67444.4,69239.0,0.9,67444.4,69239.0,67438.2,69238.0,71429.9
1102,551001,rr,1.1,5.2,7.5,101630.4,699.4,695.0,354285.3,968.5,977.2
1103,551001,fcfs,0.8,71277.6,73244.8,0.8,71277.6,73244.8,71270.9,73243.7,74734.2
1104,552001,rr,1.1,5.4,7.6,158255.200001,1067.6,1025.6,555780.5,1414.6,1352.1
1105,552001,fcfs,0.8,49163.0,50889.0,0.8,49163.0,50889.0,49156.2,50888.1,52726.0
1106,553001,rr,1.1,5.3,7.4,127873.100001,677.5,777.2,482501.0,1007.9,1017.4
1107,553001,fcfs,0.8,51881.2,60254.7,0.8,51881.2,60254.7,51868.5,60250.7,61539.7
1108,554001,rr,1.0,5.4,7.5,136517.000001,868.7,740.7,456656.1,1078.5,1069.0
1109,554001,fcfs,1.2,54312.1,56053.9,1.2,54312.1,56053.9,54308.5,56053.0,58217.2
1110,555001,rr,0.9,4.4,6.6,91352.4,952.6,733.6,337690.2,1275.0,1011.5
1111,555001,fcfs,1.0,78047.6,79464.3,1.0,78047.6,79464.3,78041.0,79463.4,81481.6
1112,556001,rr,1.1,5.6,7.8,105318.400001,732.6,906.4,384908.4,1027.4,1218.7
1113,556001,fcfs,0.8,66150.0,67753.8,0.8,66150.0,67753.8,66143.2,67752.8,69508.5
1114,557001,rr,0.7,4.0,6.2,88335.900001,695.9,859.6,334193.3,990.3,1121.7
1115,557001,fcfs,0.8,71982.7,73334.7,0.8,71982.7,73334.7,71973.1,73333.6,75203.6
1116,558001,rr,0.9,4.1,6.3,98440.1,863.0,891.5,355196.4,1155.2,1164.4
1117,558001,fcfs,1.0,54255.3,56048.1,1.0,54255.3,56048.1,54247.3,56047.0,57729.8
1118,559001,rr,0.8,4.1,6.3,126450.1,952.1,906.0,450141.7,1253.1,1254.8
1119,559001,fcfs,1.0,53946.2,55555.9,1.0,53946.2,55555.9,53940.7,55554.9,57187.8
1120,560001,rr,1.4,5.4,7.6,100884.400001,1065.2,1018.2,373741.5,1343.1,1302.6
1121,560001,fcfs,0.9,46707.0,48085.4,0.9,46707.0,48085.4,46703.6,48084.3,49771.4
1122,561001,rr,1.2,5.9,8.3,115905.5,878.4,890.0,400255.8,1185.7,1178.3
1123,561001,fcfs,0.9,71855.7,73321.6,0.9,71855.7,73321.6,71848.4,73319.6,74909.7
1124,562001,rr,0.8,4.3,6.5,83375.6,791.2,806.4,313768.7,1059.4,1065.3
1125,562001,fcfs,0.9,77760.2,79289.7,0.9,77760.2,79289.7,77752.2,79288.0,80444.4
1126,563001,rr,1.8,6.7,20.5,197305.200001,937.0,901.3,690447.3,1205.8,1199.9
1127,563001,fcfs,1.1,61194.5,62912.3,1.1,61194.5,62912.3,61186.9,62911.1,64178.8
1128,564001,rr,0.9,4.3,6.5,114033.800001,857.0,784.4,420271.3,1112.5,1074.2
1129,564001,fcfs,0.8,77687.9,78854.7,0.8,77687.9,78854.7,77681.3,78853.6,80062.8
1130,565001,rr,0.8,4.5,6.7,108615.5,708.9,820.9,394668.9,947.5,1120.4
1131,565001,fcfs,0.8,61715.9,63416.9,0.8,61715.9,63416.9,61708.1,63343.0,65206.9
1132,566001,rr,1.0,6.0,8.4,105562.5,912.4,599.9,384134.2,1120.8,1052.8
1133,566001,fcfs,0.8,75731.6,77085.2,0.8,75731.6,77085.2,75723.5,77083.9,78352.5
1134,567001,rr,1.0,4.9,7.4,93070.1,1080.2,1016.1,335289.4,1380.3,1360.4
1135,567001,fcfs,1.2,65935.9,67805.7,1.2,65935.9,67805.7,65930.2,67804.7,69111.5
1136,568001,rr,0.8,4.2,6.4,90071.7,794.5,629.0,331793.4,1029.5,1027.0
1137,568001,fcfs,0.9,66781.7,68534.8,0.9,66781.7,68534.8,66774.4,68533.8,69837.9
1138,569001,rr,1.3,7.4,9.6,159817.900001,747.3,944.7,551317.8,990.7,1341.2
1139,569001,fcfs,1.0,70623.9,71935.1,1.0,70623.9,71935.1,70618.5,71932.8,73259.9
1140,570001,rr,0.8,4.0,6.2,78521.4,789.5,768.4,291955.4,1039.9,1043.8
1141,570001,fcfs,0.8,69156.8,70658.1,0.8,69156.8,70658.1,69150.0,70657.2,72541.7
1142,571001,rr,0.9,4.2,6.5,108894.600001,715.2,861.5,389009.3,1127.5,1107.2
1143,571001,fcfs,1.0,42858.6,44336.4,1.0,42858.6,44336.4,42855.3,44318.9,45896.3
1144,572001,rr,0.8,4.3,6.5,115003.7,766.6,896.5,406167.6,1007.7,1188.0
1145,572001,fcfs,0.7,74679.8,76374.1,0.7,74679.8,76374.1,74673.2,76373.3,77861.2
1146,573001,rr,1.0,6.8,8.8,92519.400001,1056.0,1041.7,340369.0,1346.8,1347.4
1147,573001,fcfs,1.3,49301.7,51106.4,1.3,49301.7,51106.4,49295.2,51105.6,52777.8
1148,574001,rr,1.0,4.3,6.6,90210.1,909.8,888.0,325836.6,1199.5,1188.6
1149,574001,fcfs,0.9,73907.1,75308.7,0.9,73907.1,75308.7,73904.1,75307.8,76820.1
1150,575001,rr,1.0,5.2,7.2,110174.6,702.1,892.3,386358.8,959.9,1172.0
1151,575001,fcfs,0.9,60548.7,62062.8,0.9,60548.7,62062.8,60543.0,62061.9,63917.7
1152,576001,rr,1.6,6.5,8.7,88954.3,757.2,942.8,322027.8,1158.0,1321.6
1153,576001,fcfs,0.9,78615.7,79836.6,0.9,78615.7,79836.6,78608.9,79835.7,81252.1
1154,577001,rr,0.8,4.4,6.6,81901.3,915.3,910.6,316298.3,1289.3,1215.9
1155,577001,fcfs,0.9,71082.7,72511.0,0.9,71082.7,72511.0,71076.6,72509.0,73960.1
1156,578001,rr,0.9,4.3,6.6,102816.700001,878.8,883.5,366471.8,1083.7,1201.9
1157,578001,fcfs,0.8,50806.5,52713.5,0.8,50806.5,52713.5,50798.9,52712.1,54004.6
1158,579001,rr,0.8,4.3,6.5,120737.500001,856.1,982.0,420434.0,1120.7,1291.6
1159,579001,fcfs,0.8,57533.5,58944.3,0.8,57533.5,58944.3,57526.4,58943.3,60808.9
1160,580001,rr,0.8,4.6,6.7,98053.000001,819.0,820.4,359611.5,1098.6,1089.0
1161,580001,fcfs,1.0,76249.4,77682.3,1.0,76249.4,77682.3,76242.8,77681.4,79284.1
1162,581001,rr,1.0,4.7,6.8,178596.800001,833.3,795.6,626211.0,1065.0,1068.7
1163,581001,fcfs,0.9,62383.5,64073.1,0.9,62383.5,64073.1,62376.2,64072.0,65906.1
1164,582001,rr,0.8,4.0,6.3,111230.900001,853.4,857.8,421940.0,1095.9,1194.8
1165,582001,fcfs,0.8,68227.0,69697.4,0.8,68227.0,69697.4,68219.7,69696.5,71782.4
1166,583001,rr,0.9,4.3,6.5,173432.600002,794.7,871.2,638800.8,1036.3,1115.3
1167,583001,fcfs,0.9,84558.0,85938.2,0.9,84558.0,85938.2,84551.9,85937.1,87458.5
1168,584001,rr,0.9,4.1,6.3,93577.0,851.1,779.8,347496.9,1082.8,1087.8
1169,584001,fcfs,1.0,74506.4,76026.9,1.0,74506.4,76026.9,74499.9,76026.0,77588.1
1170,585001,rr,0.9,5.3,7.7,82323.100001,815.2,884.6,314781.0,1013.2,1176.0
1171,585001,fcfs,0.9,103089.9,104742.8,0.9,103089.9,104742.8,103082.4,104740.5,105731.1
1172,586001,rr,0.8,4.2,6.4,70606.2,1041.1,1105.8,271598.6,1349.3,1485.5
1173,586001,fcfs,0.7,44879.3,46395.4,0.7,44879.3,46395.4,44871.3,46392.9,47619.7
1174,587001,rr,0.8,4.3,6.5,124972.3,822.4,912.9,418012.4,1096.0,1235.1
1175,587001,fcfs,1.1,57652.7,59438.6,1.1,57652.7,59438.6,57647.2,59437.8,60768.2
1176,588001,rr,1.2,5.4,7.4,82423.5,865.3,875.7,299639.1,1133.1,1127.1
1177,588001,fcfs,1.0,65019.2,66307.1,1.0,65019.2,66307.1,65015.3,66306.2,68211.7
1178,589001,rr,0.9,4.4,6.6,99482.100001,855.8,789.2,363245.7,1210.6,1011.9
1179,589001,fcfs,0.8,57654.9,59038.1,0.8,57654.9,59038.1,57645.5,59036.8,60557.5
1180,590001,rr,0.9,5.3,7.6,98762.6,715.0,666.3,368238.2,905.1,1035.4
1181,590001,fcfs,1.0,66478.5,67947.9,1.0,66478.5,67947.9,66470.5,67919.6,69768.8
1182,591001,rr,0.8,4.4,6.6,154735.000001,991.9,1049.9,562795.1,1347.6,1348.3
1183,591001,fcfs,0.8,56744.0,58682.6,0.8,56744.0,58682.6,56738.4,58681.8,60502.4
1184,592001,rr,0.8,4.3,6.5,72252.9,1045.2,971.3,276159.4,1348.5,1353.7
1185,592001,fcfs,1.0,61090.8,62836.3,1.0,61090.8,62836.3,61084.1,62835.3,64333.4
1186,593001,rr,1.1,4.9,7.0,84662.5,983.6,985.4,322499.9,1304.0,1301.4
1187,593001,fcfs,0.9,50205.4,51656.4,0.9,50205.4,51656.4,50196.9,51655.1,53415.0
1188,594001,rr,0.8,4.2,6.4,154512.200001,841.6,871.3,528423.8,1141.2,1139.0
1189,594001,fcfs,1.1,96137.8,97538.3,1.1,96137.8,97538.3,96131.1,97536.8,99491.0
1190,595001,rr,0.7,3.9,6.1,72320.7,797.7,778.0,273521.5,1022.3,1026.2
1191,595001,fcfs,1.0,59604.2,66290.3,1.0,59604.2,66290.3,59595.6,66287.8,67483.8
1192,596001,rr,0.9,4.3,6.5,127770.200001,981.8,1120.6,453936.4,1459.8,1449.5
1193,596001,fcfs,0.9,73722.9,75614.1,0.9,73722.9,75614.1,73717.0,75613.0,77613.2
1194,597001,rr,0.9,4.3,6.5,206722.600001,1187.3,1052.0,702525.3,1515.3,1374.7
1195,597001,fcfs,0.8,66989.4,68559.0,0.8,66989.4,68559.0,66983.6,68558.1,70402.8
1196,598001,rr,0.9,5.7,7.8,221178.700002,857.6,860.2,748276.6,1100.0,1103.9
1197,598001,fcfs,0.9,74128.0,75864.7,0.9,74128.0,75864.7,74124.1,75863.7,77398.8
1198,599001,rr,0.7,3.9,6.1,90835.100001,848.1,722.9,352377.1,1119.4,983.8
1199,599001,fcfs,0.9,51767.0,53296.0,0.9,51767.0,53296.0,51759.9,53293.6,54600.7
1200,600001,rr,1.1,5.8,8.1,168695.600001,748.0,808.2,571033.3,1053.9,1060.6
1201,600001,fcfs,0.9,58887.8,60363.7,0.9,58887.8,60363.7,58881.7,60362.7,62229.4
1202,601001,rr,0.8,3.9,6.1,97491.0,778.0,1023.1,363240.9,1070.1,1566.5
1203,601001,fcfs,0.8,71073.4,72451.1,0.8,71073.4,72451.1,71067.3,72450.3,73844.6
1204,602001,rr,1.1,7.0,9.2,75724.0,707.2,767.2,289136.1,989.2,992.9
1205,602001,fcfs,0.9,52783.8,54646.4,0.9,52783.8,54646.4,52776.1,54645.2,56329.2
1206,603001,rr,1.9,5.4,7.6,113713.000001,770.3,905.2,420471.2,1022.9,1179.7
1207,603001,fcfs,1.0,71485.8,73199.2,1.0,71485.8,73199.2,71478.3,73198.0,74599.1
1208,604001,rr,0.9,4.3,6.6,95984.200001,987.5,925.4,353315.5,1263.1,1253.9
1209,604001,fcfs,0.9,60830.5,62137.2,0.9,60830.5,62137.2,60827.4,62136.4,63558.8
1210,605001,rr,1.2,5.1,7.5,173995.700001,800.6,830.5,619653.9,1188.4,1034.4
1211,605001,fcfs,0.8,57732.2,59617.8,0.8,57732.2,59617.8,57729.1,59616.9,61243.4
1212,606001,rr,0.9,4.0,6.2,103404.500001,786.2,969.7,388086.9,1090.1,1272.4
1213,606001,fcfs,0.8,54199.3,56116.5,0.8,54199.3,56116.5,54192.2,56115.7,57895.9
1214,607001,rr,0.8,4.2,6.4,139842.300001,818.7,806.5,512786.0,1061.4,1127.6
1215,607001,fcfs,0.9,77914.5,79583.0,0.9,77914.5,79583.0,77907.0,79582.1,81488.3
1216,608001,rr,0.8,3.9,6.2,94960.5,1373.8,672.4,353300.6,2074.2,867.9
1217,608001,fcfs,0.7,70325.8,72219.7,0.7,70325.8,72219.7,70318.6,72218.4,73543.6
1218,609001,rr,0.8,4.0,6.2,130625.7,885.7,1058.5,451428.7,1387.1,1380.1
1219,609001,fcfs,0.7,71430.1,73128.2,0.7,71430.1,73128.2,71422.9,73127.3,74846.6
1220,610001,rr,1.0,5.3,7.3,112492.100001,677.8,762.7,423793.8,941.0,948.2
1221,610001,fcfs,0.9,71510.9,73076.8,0.9,71510.9,73076.8,71503.8,73075.8,74604.2
1222,611001,rr,0.8,4.3,6.5,89114.6,955.7,818.2,318313.0,1234.4,1060.9
1223,611001,fcfs,1.0,60838.6,62645.4,1.0,60838.6,62645.4,60834.8,62644.5,64300.5
1224,612001,rr,0.8,4.4,6.6,108332.400001,683.8,746.4,412102.9,965.8,959.8
1225,612001,fcfs,0.8,61954.5,63307.9,0.8,61954.5,63307.9,61946.8,63305.3,64495.9
1226,613001,rr,0.9,4.3,6.6,124281.400001,1039.2,913.0,451944.0,1323.7,1174.1
1227,613001,fcfs,0.7,56847.6,58736.2,0.7,56847.6,58736.2,56841.8,58735.3,60248.0
1228,614001,rr,0.9,5.2,7.4,151575.300001,836.4,840.7,539268.8,1091.2,1083.9
1229,614001,fcfs,0.8,52157.9,53991.6,0.8,52157.9,53991.6,52149.4,53990.3,55512.2
1230,615001,rr,0.9,4.4,6.6,144197.600001,732.8,844.7,509503.1,961.7,1082.9
1231,615001,fcfs,1.0,60099.5,61926.1,1.0,60099.5,61926.1,60093.3,61925.2,63523.0
1232,616001,rr,1.1,5.3,7.4,76560.8,1331.0,1344.3,292057.8,1727.5,1731.3
1233,616001,fcfs,0.8,51646.8,53217.4,0.8,51646.8,53217.4,51640.6,53216.1,54678.9
1234,617001,rr,0.8,4.0,6.3,121419.9,891.5,875.9,427868.7,1208.6,1219.3
1235,617001,fcfs,0.9,54903.7,56168.8,0.9,54903.7,56168.8,54897.4,56167.8,57768.8
1236,618001,rr,1.1,4.5,6.7,81168.3,813.3,901.7,306438.2,1157.5,1158.2
1237,618001,fcfs,0.9,70293.3,71585.7,0.9,70293.3,71585.7,70288.0,71584.8,72926.5
1238,619001,rr,0.8,4.4,6.7,202823.400001,873.7,820.1,745622.8,1138.2,1149.3
1239,619001,fcfs,0.7,76100.0,77581.5,0.7,76100.0,77581.5,76093.2,77580.6,79359.7
1240,620001,rr,1.1,5.5,7.5,97010.100001,951.1,827.5,372359.5,1293.1,1063.2
1241,620001,fcfs,0.8,51289.1,52600.7,0.8,51289.1,52600.7,51286.0,52599.8,54229.1
1242,621001,rr,0.9,4.5,6.7,200439.200002,1010.0,996.8,730340.5,1322.1,1313.3
1243,621001,fcfs,0.8,107542.4,109350.2,0.8,107542.4,109350.2,107535.6,109347.6,110606.9
1244,622001,rr,0.8,4.0,6.3,81134.600001,853.4,842.8,299892.4,1099.9,1100.5
1245,622001,fcfs,0.8,68025.0,69742.7,0.8,68025.0,69742.7,68019.0,69741.7,71581.4
1246,623001,rr,1.2,6.8,9.0,102635.600001,837.7,858.0,369500.4,1076.6,1232.6
1247,623001,fcfs,1.2,53105.3,54955.1,1.2,53105.3,54955.1,53099.9,54954.1,56561.8
1248,624001,rr,0.8,4.0,6.3,115399.700001,885.4,866.4,435140.8,1140.0,1135.9
1249,624001,fcfs,0.9,94287.7,96066.6,0.9,94287.7,96066.6,94280.3,96026.6,97702.0
1250,625001,rr,1.3,5.9,7.9,88466.3,5329.0,5159.8,328870.4,6811.5,6925.3
1251,625001,fcfs,0.9,51889.0,53326.1,0.9,51889.0,53326.1,51882.3,53325.1,54871.9
1252,626001,rr,1.0,5.2,7.4,113566.700001,737.1,733.0,402375.7,956.2,994.3
1253,626001,fcfs,0.8,69036.4,70215.9,0.8,69036.4,70215.9,69029.8,70214.8,71964.0
1254,627001,rr,0.8,4.0,6.2,162139.400001,769.3,860.8,571660.6,1048.1,1191.7
1255,627001,fcfs,0.8,67404.0,69134.8,0.8,67404.0,69134.8,67396.9,69133.8,70956.4
1256,628001,rr,0.8,4.2,6.4,217986.300001,908.7,663.6,795561.2,1243.2,892.0
1257,628001,fcfs,0.9,65682.0,66941.7,0.9,65682.0,66941.7,65676.0,66940.5,68665.4
1258,629001,rr,1.2,5.8,8.0,123764.100001,1021.1,1003.7,453276.2,1334.3,1336.5
1259,629001,fcfs,0.7,93556.6,94883.7,0.7,93556.6,94883.7,93550.0,94882.6,96722.7
1260,630001,rr,0.8,4.3,6.6,150970.600001,849.1,894.5,519445.9,1151.4,1141.1
1261,630001,fcfs,0.8,76574.5,78045.8,0.8,76574.5,78045.8,76567.0,78044.9,79775.5
1262,631001,rr,1.1,5.4,8.0,167305.500001,1268.8,1194.8,593176.7,1666.1,1524.4
1263,631001,fcfs,0.7,72695.4,74121.6,0.7,72695.4,74121.6,72688.9,74120.3,75720.2
1264,632001,rr,0.8,4.2,6.4,86958.3,800.2,1197.9,320261.4,1081.2,1620.8
1265,632001,fcfs,0.7,58112.3,59752.3,0.7,58112.3,59752.3,58107.0,59751.5,61291.0
1266,633001,rr,1.1,5.6,8.0,201025.400002,959.4,1036.6,700287.9,1330.0,1332.1
1267,633001,fcfs,0.8,56235.7,57540.4,0.8,56235.7,57540.4,56232.3,57539.5,59389.3
1268,634001,rr,0.8,4.0,6.3,194592.800002,1095.7,1052.6,717196.0,1428.9,1433.9
1269,634001,fcfs,0.7,69846.7,71279.3,0.7,69846.7,71279.3,69838.3,71278.2,72705.7
1270,635001,rr,0.9,5.1,7.5,129135.100001,867.3,888.2,453832.1,1177.2,1193.8
1271,635001,fcfs,0.8,58935.3,60665.1,0.8,58935.3,60665.1,58927.0,60664.2,62126.1
1272,636001,rr,1.1,5.5,7.5,87078.3,677.7,740.7,315103.0,957.7,968.6
1273,636001,fcfs,0.8,70741.5,72663.6,0.8,70741.5,72663.6,70737.7,72662.7,74244.6
1274,637001,rr,1.1,6.1,8.2,151854.100001,986.0,942.2,539078.7,1261.5,1274.7
1275,637001,fcfs,0.8,62822.0,64458.1,0.8,62822.0,64458.1,62815.7,64457.1,66683.2
1276,638001,rr,1.2,6.5,8.5,110730.200001,882.9,946.0,410002.9,1207.3,1208.0
1277,638001,fcfs,0.8,63727.1,65236.3,0.8,63727.1,65236.3,63718.9,65235.3,66831.8
1278,639001,rr,0.8,4.1,6.3,244956.7,956.2,883.1,853215.4,1281.4,1285.6
1279,639001,fcfs,0.9,68312.0,69691.7,0.9,68312.0,69691.7,68305.4,69690.7,71634.4
1280,640001,rr,0.8,4.4,6.6,127642.900001,665.6,840.2,468936.9,881.2,1225.8
1281,640001,fcfs,0.7,128393.3,129796.5,0.7,128393.3,129796.5,128384.9,129795.2,131284.2
1282,641001,rr,0.8,4.3,6.5,139265.5,807.5,825.7,479276.3,1080.6,1085.8
1283,641001,fcfs,0.8,66698.1,68318.0,0.8,66698.1,68318.0,66691.6,68316.5,69977.6
1284,642001,rr,0.9,4.8,6.9,210915.700001,1281.0,1218.9,792131.8,1666.1,1586.8
1285,642001,fcfs,0.8,106016.9,107472.8,0.8,106016.9,107472.8,106010.8,107470.4,109291.4
1286,643001,rr,1.0,5.5,7.8,120014.200001,745.9,811.1,413629.5,1074.4,1071.1
1287,643001,fcfs,0.8,93069.6,94881.3,0.8,93069.6,94881.3,93062.3,94880.4,96622.1
1288,644001,rr,0.8,4.2,6.4,111319.9,855.7,921.1,405223.9,1103.5,1310.2
1289,644001,fcfs,0.7,86185.2,87567.5,0.7,86185.2,87567.5,86178.0,87566.5,89174.6
1290,645001,rr,0.9,5.0,7.1,124048.100001,949.4,830.6,465303.3,1257.9,1264.8
1291,645001,fcfs,1.4,78076.6,79517.8,1.4,78076.6,79517.8,78071.0,79516.9,80871.3
1292,646001,rr,0.8,4.3,6.5,84947.600001,899.7,878.9,324270.9,1148.0,1124.1
1293,646001,fcfs,0.9,74499.5,76402.6,0.9,74499.5,76402.6,74492.4,76401.7,77688.0
1294,647001,rr,1.2,6.0,8.2,183946.900001,940.6,1041.8,627259.6,1249.5,1369.4
1295,647001,fcfs,0.8,80919.6,82562.2,0.8,80919.6,82562.2,80913.4,82561.3,84210.6
1296,648001,rr,1.2,7.0,9.3,142580.600001,693.0,794.4,500098.0,1055.4,1029.3
1297,648001,fcfs,1.4,84073.1,85739.8,1.4,84073.1,85739.8,84066.7,85738.2,87695.0
1298,649001,rr,0.9,5.2,7.7,97913.400001,997.1,954.6,376943.3,1299.1,1306.9
1299,649001,fcfs,0.8,62791.6,64877.3,0.8,62791.6,64877.3,62784.7,64862.0,66600.4
1300,650001,rr,0.8,4.3,6.5,117586.700001,886.3,1010.6,425268.6,1201.0,1321.7
1301,650001,fcfs,0.9,65641.1,67545.6,0.9,65641.1,67545.6,65635.3,67544.7,69287.9
1302,651001,rr,1.1,5.8,7.9,136896.500001,710.9,884.1,473511.9,1185.6,1204.7
1303,651001,fcfs,1.1,60298.3,62228.7,1.1,60298.3,62228.7,60290.8,62227.8,63805.3
1304,652001,rr,1.0,6.0,8.1,93047.900001,831.3,779.0,338912.2,1090.8,1104.9
1305,652001,fcfs,0.8,66229.1,67650.2,0.8,66229.1,67650.2,66222.5,67649.1,69268.3
1306,653001,rr,0.9,4.4,6.6,224020.5,792.2,829.9,799398.8,1064.5,1057.8
1307,653001,fcfs,0.9,55743.5,57252.4,0.9,55743.5,57252.4,55736.2,57251.2,59457.0
1308,654001,rr,0.9,4.1,6.3,142905.900001,1038.7,1069.4,502006.8,1376.1,1383.4
1309,654001,fcfs,0.9,68476.5,70300.4,0.9,68476.5,70300.4,68469.4,70299.5,72037.0
1310,655001,rr,0.9,4.4,7.1,162285.800001,1011.3,856.5,557660.4,1345.6,1163.5
1311,655001,fcfs,0.8,57214.7,58703.8,0.8,57214.7,58703.8,57207.6,58703.0,60424.5
1312,656001,rr,1.1,5.8,8.1,233562.6,1060.6,1132.1,829384.3,1483.0,1476.8
1313,656001,fcfs,0.9,69757.0,71478.2,0.9,69757.0,71478.2,69750.6,71477.1,73016.9
1314,657001,rr,1.0,5.9,8.0,88544.400001,890.8,944.8,339569.5,1184.6,1178.9
1315,657001,fcfs,0.8,63130.9,64699.5,0.8,63130.9,64699.5,63123.2,64698.4,66386.1
1316,658001,rr,1.0,4.7,6.8,109079.300001,1023.9,969.5,392308.7,1413.1,1277.1
1317,658001,fcfs,0.9,95091.9,96561.2,0.9,95091.9,96561.2,95085.9,96559.2,97931.1
1318,659001,rr,1.2,5.4,7.8,150569.900001,864.7,848.5,510143.2,1117.6,1109.4
1319,659001,fcfs,0.8,65893.5,67808.2,0.8,65893.5,67808.2,65886.2,67781.4,69622.5
1320,660001,rr,1.0,5.1,7.4,70668.7,843.7,850.8,268436.7,1105.2,1091.9
1321,660001,fcfs,1.2,67727.0,69620.2,1.2,67727.0,69620.2,67720.6,69619.4,71769.6
1322,661001,rr,0.8,4.3,6.5,192560.600002,717.7,749.6,672638.7,923.8,978.6
1323,661001,fcfs,1.0,66059.7,67690.9,1.0,66059.7,67690.9,66052.8,67689.6,69362.2
1324,662001,rr,0.7,4.0,6.3,131729.400001,885.5,795.5,461377.8,1135.8,1116.1
1325,662001,fcfs,1.3,63790.1,65598.9,1.3,63790.1,65598.9,63783.0,65597.8,67371.4
1326,663001,rr,0.8,4.3,6.5,144116.600001,800.5,751.2,506618.1,1031.5,1036.2
1327,663001,fcfs,0.8,67299.8,68954.8,0.8,67299.8,68954.8,67292.9,68953.8,70602.5
1328,664001,rr,0.9,5.0,7.2,117163.0,730.9,994.6,422939.2,1133.4,1454.9
1329,664001,fcfs,1.4,76010.3,77450.0,1.4,76010.3,77450.0,76003.2,77449.1,79520.6
1330,665001,rr,1.1,5.4,7.6,169935.700001,970.0,1019.8,588440.4,1232.8,1313.8
1331,665001,fcfs,1.2,75060.0,76881.7,1.2,75060.0,76881.7,75052.3,76880.8,78814.9
1332,666001,rr,1.3,5.3,7.8,103376.7,831.1,839.9,378159.9,1092.8,1079.0
1333,666001,fcfs,1.1,72715.0,74380.6,1.1,72715.0,74380.6,72707.4,74379.8,76125.5
1334,667001,rr,0.9,16.4,18.6,136265.900001,827.7,867.3,486591.8,1089.1,1165.6
1335,667001,fcfs,0.8,69136.1,70989.7,0.8,69136.1,70989.7,69129.5,70988.7,72375.9
1336,668001,rr,0.8,4.2,6.5,105941.400001,851.4,799.1,392744.2,1095.0,1095.5
1337,668001,fcfs,0.8,68757.1,69891.0,0.8,68757.1,69891.0,68749.9,69890.1,71433.8
1338,669001,rr,0.9,4.1,6.4,241254.300001,820.0,798.4,862134.4,1093.4,1097.9
1339,669001,fcfs,0.8,78315.9,80154.3,0.8,78315.9,80154.3,78308.3,80153.4,81472.2
1340,670001,rr,0.8,4.2,6.0,207983.100001,769.9,652.9,642582.4,1053.8,928.4
1341,670001,fcfs,0.8,81039.8,82483.8,0.8,81039.8,82483.8,81032.6,82482.8,84016.4
1342,671001,rr,1.2,5.4,7.6,243656.7,760.2,1092.4,860678.5,1039.8,1675.4
1343,671001,fcfs,0.8,64459.6,66260.6,0.8,64459.6,66260.6,64452.7,66259.5,68079.2
1344,672001,rr,0.8,4.3,6.5,133310.000001,833.7,887.0,465051.7,1140.0,1149.8
1345,672001,fcfs,0.8,63713.6,65320.6,0.8,63713.6,65320.6,63706.0,65306.6,66929.5
1346,673001,rr,1.4,5.8,8.0,146933.100001,933.1,1058.4,503105.8,1185.8,1380.3
1347,673001,fcfs,0.8,84011.7,85649.9,0.8,84011.7,85649.9,84005.5,85649.0,87570.1
1348,674001,rr,1.1,5.5,7.8,151151.500002,874.8,902.1,561247.7,1143.0,1222.3
1349,674001,fcfs,0.9,73851.6,75135.1,0.9,73851.6,75135.1,73846.2,75134.0,76772.2
1350,675001,rr,1.2,6.2,8.6,151372.000002,1235.2,871.3,544224.8,1636.2,1482.0
1351,675001,fcfs,0.9,80213.8,82106.6,0.9,80213.8,82106.6,80207.9,82080.0,83946.7
1352,676001,rr,0.8,4.5,6.8,90424.400001,864.2,842.9,345406.0,1150.2,1274.1
1353,676001,fcfs,0.8,64101.3,65522.2,0.8,64101.3,65522.2,64095.0,65521.2,66999.2
1354,677001,rr,1.1,5.3,7.4,180544.700001,1230.5,1130.4,606456.7,1696.2,1458.9
1355,677001,fcfs,0.8,76819.3,78154.3,0.8,76819.3,78154.3,76812.7,78153.4,79701.1
1356,678001,rr,0.7,4.0,6.3,122796.700001,855.5,840.5,439157.7,1101.9,1110.4
1357,678001,fcfs,1.0,65376.2,67392.8,1.0,65376.2,67392.8,65368.8,67391.9,69150.3
